text_id,file_path,paper_title,paper_discipline,student_level,discipline_cat,level_cat,student_gender,speaker_status,speaker_l1,paper_type,paper_features
ECO.G0.06.1,data/text_data/micusp_body/ECO.G0.06.1.txt,Family Size and Educational Attainment in Costa Rica,Economics,Final Year Undergraduate,ECO,G0,F,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
ECO.G0.07.1,data/text_data/micusp_body/ECO.G0.07.1.txt,U.S. Health Insurance,Economics,Final Year Undergraduate,ECO,G0,F,NS,,Report,Reference to sources
ECO.G0.08.1,data/text_data/micusp_body/ECO.G0.08.1.txt,Transportation Costs and the Non-Agricultural Sector in 19th Century Brazil,Economics,Final Year Undergraduate,ECO,G0,M,NS,,ResearchPaper,"Literature review section, Discussion of results section, Tables, graphs or figures, Reference to sources"
ECO.G1.01.1,data/text_data/micusp_body/ECO.G1.01.1.txt,Pooled Signals: The Effect of Competitive Admissions Processes on College Choice,Economics,First Year Graduate,ECO,G1,M,NS,,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
ECO.G1.02.1,data/text_data/micusp_body/ECO.G1.02.1.txt,Correlation between Straits Times Industrial Index (STI) with Other Key Financial Stock Indexes ,Economics,First Year Graduate,ECO,G1,F,NS,,ResearchPaper,"Abstract, Methodology section, Tables, graphs or figures, Discussion of results section, Reference to sources"
ECO.G1.02.2,data/text_data/micusp_body/ECO.G1.02.2.txt,Malaysia and 1997 Asian Financial Crisis,Economics,First Year Graduate,ECO,G1,F,NS,,Report,Reference to sources
ECO.G1.03.1,data/text_data/micusp_body/ECO.G1.03.1.txt,What Drives the Relationship between Education and Fertility?,Economics,First Year Graduate,ECO,G1,F,NNS,Chinese,ResearchPaper,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern, Literature review section, Reference to sources"
ECO.G2.01.1,data/text_data/micusp_body/ECO.G2.01.1.txt,Capital Flows and the Role of Institutions,Economics,Second Year Graduate,ECO,G2,F,NNS,"German, Mandarin",ResearchPaper,"Literature review section, Discussion of results section, Tables, graphs or figures, Reference to sources"
ECO.G2.02.1,data/text_data/micusp_body/ECO.G2.02.1.txt,Evasion Technologies and Optimal Audits,Economics,Second Year Graduate,ECO,G2,M,NS,,Report,"Definitions, Tables, graphs or figures, Methodology section, Literature review section, Reference to sources"
ECO.G2.03.1,data/text_data/micusp_body/ECO.G2.03.1.txt,Debt and Labor Supply,Economics,Second Year Graduate,ECO,G2,M,NS,,Report,Reference to sources
ECO.G2.04.1,data/text_data/micusp_body/ECO.G2.04.1.txt,Asymmetric Stock Price Response to Firms' Earnings Announcements,Economics,Second Year Graduate,ECO,G2,M,NNS,Korean,ResearchPaper,"Abstract, Tables, graphs or figures, Methodology section, Definitions, Discussion of results section, Literature review section, Reference to sources"
ECO.G2.05.1,data/text_data/micusp_body/ECO.G2.05.1.txt,"Outsourcing Clerical Jobs, an Exploratory Analysis",Economics,Second Year Graduate,ECO,G2,F,NS,,ResearchPaper,"Problem-solution pattern, Tables, graphs or figures, Reference to sources"
ECO.G2.06.1,data/text_data/micusp_body/ECO.G2.06.1.txt,Optimal wage contracting with tax avoidance,Economics,Second Year Graduate,ECO,G2,M,NNS,Russian,Proposal,
ECO.G2.07.1,data/text_data/micusp_body/ECO.G2.07.1.txt,Shotgun marriages in the US,Economics,Second Year Graduate,ECO,G2,F,NS,,Proposal,
ECO.G2.07.2,data/text_data/micusp_body/ECO.G2.07.2.txt,Myth and Reality of Flat Tax Reform in Russia,Economics,Second Year Graduate,ECO,G2,F,NS,,ResponsePaper,
ECO.G2.07.3,data/text_data/micusp_body/ECO.G2.07.3.txt,Decentralization and water pollution,Economics,Second Year Graduate,ECO,G2,F,NS,,Critique,
ECO.G2.08.1,data/text_data/micusp_body/ECO.G2.08.1.txt,Referee Report for a Job Market Paper in International Finance,Economics,Second Year Graduate,ECO,G2,M,NNS,Turkish,ResearchPaper,
ECO.G3.01.1,data/text_data/micusp_body/ECO.G3.01.1.txt,A Model of the Discrepancy between Corporate Income Tax Report and Output Announcements,Economics,Third Year Graduate,ECO,G3,F,NNS,Korean,ResearchPaper,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern, Reference to sources"
ECO.G3.02.1,data/text_data/micusp_body/ECO.G3.02.1.txt,On the Covariance Structure of Changes in Consumption in the Health and Retirement,Economics,Third Year Graduate,ECO,G3,M,NS,,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
EDU.G0.01.1,data/text_data/micusp_body/EDU.G0.01.1.txt,Learning In Economics,Education,Final Year Undergraduate,EDU,G0,M,NS,,Report,
EDU.G0.02.1,data/text_data/micusp_body/EDU.G0.02.1.txt,Lesson plan evaluation,Education,Final Year Undergraduate,EDU,G0,F,NS,,ResponsePaper,
EDU.G0.03.1,data/text_data/micusp_body/EDU.G0.03.1.txt,School Study: Abbott Middle School,Education,Final Year Undergraduate,EDU,G0,F,NS,,Report,Reference to sources
EDU.G0.04.1,data/text_data/micusp_body/EDU.G0.04.1.txt,Observations from interview with math student,Education,Final Year Undergraduate,EDU,G0,F,NS,,ResponsePaper,"Discussion of results section, Reference to sources"
EDU.G0.05.1,data/text_data/micusp_body/EDU.G0.05.1.txt,5th Grade Science Lesson,Education,Final Year Undergraduate,EDU,G0,F,NS,,Report,
EDU.G0.06.1,data/text_data/micusp_body/EDU.G0.06.1.txt,Analysis of student discussions (5th grade),Education,Final Year Undergraduate,EDU,G0,F,NS,,Report,
EDU.G0.06.2,data/text_data/micusp_body/EDU.G0.06.2.txt,Learning and Professional Growth,Education,Final Year Undergraduate,EDU,G0,F,NS,,ResponsePaper,
EDU.G0.06.3,data/text_data/micusp_body/EDU.G0.06.3.txt,"Lesson plan: Pepper, Spoons, and Static Electricity",Education,Final Year Undergraduate,EDU,G0,F,NS,,Proposal,"Problem-solution pattern, Tables, graphs or figures"
EDU.G0.07.1,data/text_data/micusp_body/EDU.G0.07.1.txt,Personal Reflection of a Learning Difficulty,Education,Final Year Undergraduate,EDU,G0,F,NS,,Report,
EDU.G0.08.1,data/text_data/micusp_body/EDU.G0.08.1.txt,Jim Colbert Final Paper,Education,Final Year Undergraduate,EDU,G0,F,NS,,Essay,
EDU.G0.09.1,data/text_data/micusp_body/EDU.G0.09.1.txt,Classroom study: Abbott Middle School,Education,Final Year Undergraduate,EDU,G0,F,NS,,Report,Reference to sources
EDU.G0.10.1,data/text_data/micusp_body/EDU.G0.10.1.txt,Analysis of 7 UP video,Education,Final Year Undergraduate,EDU,G0,F,NS,,Report,
EDU.G0.11.1,data/text_data/micusp_body/EDU.G0.11.1.txt,Student development report: Willow Run High School,Education,Final Year Undergraduate,EDU,G0,F,NS,,Report,
EDU.G0.12.1,data/text_data/micusp_body/EDU.G0.12.1.txt,Abbott Middle School Analysis,Education,Final Year Undergraduate,EDU,G0,M,NS,,Report,
EDU.G0.13.1,data/text_data/micusp_body/EDU.G0.13.1.txt,Teaching in the Field Reflection,Education,Final Year Undergraduate,EDU,G0,F,NS,,Report,"Tables, graphs or figures"
EDU.G0.14.1,data/text_data/micusp_body/EDU.G0.14.1.txt,Math methods final reflection,Education,Final Year Undergraduate,EDU,G0,F,NS,,ResponsePaper,
EDU.G0.15.1,data/text_data/micusp_body/EDU.G0.15.1.txt,Classroom study: Latin,Education,Final Year Undergraduate,EDU,G0,F,NNS,Russian,Report,Reference to sources
EDU.G0.16.1,data/text_data/micusp_body/EDU.G0.16.1.txt,Lesson reflection (class on cloud types),Education,Final Year Undergraduate,EDU,G0,F,NS,,ResponsePaper,
EDU.G0.17.1,data/text_data/micusp_body/EDU.G0.17.1.txt,Reflection on teaching experience from perspective of Educational Psychology,Education,Final Year Undergraduate,EDU,G0,F,NS,,Report,Definitions
EDU.G0.19.1,data/text_data/micusp_body/EDU.G0.19.1.txt,Strategies for Learning Grammar and Vocabulary,Education,Final Year Undergraduate,EDU,G0,F,NS,,Critique,Reference to sources
EDU.G0.20.1,data/text_data/micusp_body/EDU.G0.20.1.txt,1st grade teaching report,Education,Final Year Undergraduate,EDU,G0,M,NS,,ResponsePaper,
EDU.G1.01.1,data/text_data/micusp_body/EDU.G1.01.1.txt,"Perspective on Textual Production, Student Collaboration, and Social Networking Sites",Education,First Year Graduate,EDU,G1,M,NS,,Proposal,"Methodology section, Problem-solution pattern, Literature review section, Reference to sources"
EDU.G1.03.1,data/text_data/micusp_body/EDU.G1.03.1.txt,Access to graduate education among women of color,Education,First Year Graduate,EDU,G1,F,NS,,ResearchPaper,"Tables, graphs or figures, Discussion of results section, Definitions, Problem-solution pattern, Literature review section, Reference to sources"
EDU.G1.04.1,data/text_data/micusp_body/EDU.G1.04.1.txt,Engaging Commuters in the Teaching and Learning Environment,Education,First Year Graduate,EDU,G1,F,NS,,Report,"Literature review section, Reference to sources"
EDU.G1.05.1,data/text_data/micusp_body/EDU.G1.05.1.txt,International Student Adjustment ,Education,First Year Graduate,EDU,G1,F,NNS,Korean,ResearchPaper,"Methodology section, Discussion of results section, Literature review section, Reference to sources"
EDU.G1.06.1,data/text_data/micusp_body/EDU.G1.06.1.txt,Lesson Adaptation Paper for Special Needs Student,Education,First Year Graduate,EDU,G1,F,NS,,Report,
EDU.G1.07.1,data/text_data/micusp_body/EDU.G1.07.1.txt,"Proficiency, Differentiation, and Universal Education",Education,First Year Graduate,EDU,G1,M,NS,,Critique,Reference to sources
EDU.G1.08.1,data/text_data/micusp_body/EDU.G1.08.1.txt,Higher education benefits,Education,First Year Graduate,EDU,G1,F,NS,,Report,Reference to sources
EDU.G1.09.1,data/text_data/micusp_body/EDU.G1.09.1.txt,A Critique of the Spellings Report,Education,First Year Graduate,EDU,G1,F,NS,,Critique,"Problem-solution pattern, Reference to sources"
EDU.G1.10.1,data/text_data/micusp_body/EDU.G1.10.1.txt,"Separatism, Americanization, and Catholic Schools",Education,First Year Graduate,EDU,G1,M,NS,,Report,Reference to sources
EDU.G1.11.1,data/text_data/micusp_body/EDU.G1.11.1.txt,Rethinking Academic Writing About Sexualized Violence,Education,First Year Graduate,EDU,G1,F,NS,,Proposal,"Discussion of results section, Methodology section, Problem-solution pattern, Literature review section, Reference to sources"
EDU.G1.12.1,data/text_data/micusp_body/EDU.G1.12.1.txt,Professional Development for Child Care Providers,Education,First Year Graduate,EDU,G1,F,NS,,Report,"Methodology section, Discussion of results section, Literature review section, Reference to sources"
EDU.G2.01.1,data/text_data/micusp_body/EDU.G2.01.1.txt,The Economics of Philippine Education,Education,Second Year Graduate,EDU,G2,M,NNS,"Chinese, Tagalog",Report,"Tables, graphs or figures, Reference to sources"
EDU.G2.01.2,data/text_data/micusp_body/EDU.G2.01.2.txt,"Language, Literacy, and Policy",Education,Second Year Graduate,EDU,G2,M,NNS,"Chinese, Tagalog",Report,"Problem-solution pattern, Tables, graphs or figures, Reference to sources"
EDU.G2.02.1,data/text_data/micusp_body/EDU.G2.02.1.txt,Student Informed Reform,Education,Second Year Graduate,EDU,G2,F,NS,,Essay,Reference to sources
EDU.G2.03.1,data/text_data/micusp_body/EDU.G2.03.1.txt,Diversifying Communities of Practice in Higher Education,Education,Second Year Graduate,EDU,G2,F,NS,,Essay,Reference to sources
EDU.G2.04.1,data/text_data/micusp_body/EDU.G2.04.1.txt,Beyond Cognitive Skills to Enactment in Sociocultural Contexts,Education,Second Year Graduate,EDU,G2,F,NS,,Critique,Reference to sources
EDU.G3.01.1,data/text_data/micusp_body/EDU.G3.01.1.txt,Schools and the development of national identity in young children: A justification for comparison,Education,Third Year Graduate,EDU,G3,F,NS,,Proposal,"Definitions, Tables, graphs or figures, Reference to sources"
EDU.G3.03.1,data/text_data/micusp_body/EDU.G3.03.1.txt,The History of American Education: Two Viewpoints,Education,Third Year Graduate,EDU,G3,F,NS,,Report,Reference to sources
EDU.G3.03.2,data/text_data/micusp_body/EDU.G3.03.2.txt,The Intentions of the Progressive Reformers: Good or Bad?,Education,Third Year Graduate,EDU,G3,F,NS,,Report,Reference to sources
EDU.G3.03.3,data/text_data/micusp_body/EDU.G3.03.3.txt,American Education: A Force for Democracy and Integration?,Education,Third Year Graduate,EDU,G3,F,NS,,Essay,Reference to sources
EDU.G3.03.4,data/text_data/micusp_body/EDU.G3.03.4.txt,The Unintended Consequences of Reform,Education,Third Year Graduate,EDU,G3,F,NS,,Report,
EDU.G3.03.5,data/text_data/micusp_body/EDU.G3.03.5.txt,Immigration and Americanization: Then and Now,Education,Third Year Graduate,EDU,G3,F,NS,,Report,
EDU.G3.03.6,data/text_data/micusp_body/EDU.G3.03.6.txt,Curriculum Changes in the Progressive Era and Great Depression,Education,Third Year Graduate,EDU,G3,F,NS,,Report,Reference to sources
EDU.G3.03.7,data/text_data/micusp_body/EDU.G3.03.7.txt,A Turbulent Decade in the Lives of Three American Families,Education,Third Year Graduate,EDU,G3,F,NS,,Report,Reference to sources
EDU.G3.04.1,data/text_data/micusp_body/EDU.G3.04.1.txt,Growing Trend of Part-time Faculty at Community Colleges,Education,Third Year Graduate,EDU,G3,F,NS,,Report,"Definitions, Tables, graphs or figures, Literature review section, Reference to sources"
ENG.G0.01.1,data/text_data/micusp_body/ENG.G0.01.1.txt,Woolf's Women,English,Final Year Undergraduate,ENG,G0,F,NS,,Report,Reference to sources
ENG.G0.01.2,data/text_data/micusp_body/ENG.G0.01.2.txt,Douglas's Declaration,English,Final Year Undergraduate,ENG,G0,F,NS,,Report,Reference to sources
ENG.G0.02.1,data/text_data/micusp_body/ENG.G0.02.1.txt,The Vicar of Wakefield as a Failed Morality Story,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.03.1,data/text_data/micusp_body/ENG.G0.03.1.txt,HIV-AIDS Funding,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.03.2,data/text_data/micusp_body/ENG.G0.03.2.txt,William Faulkner's As I Lay Dying,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.04.1,data/text_data/micusp_body/ENG.G0.04.1.txt,The Absolute Necessity of College Level Writing Courses,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,"Definitions, Reference to sources"
ENG.G0.05.1,data/text_data/micusp_body/ENG.G0.05.1.txt,People or Property?,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.06.1,data/text_data/micusp_body/ENG.G0.06.1.txt,My Life Is Not a Movie Starring Michelle Pfeiffer or Hilary Swank,English,Final Year Undergraduate,ENG,G0,F,NS,,CreativeWriting,
ENG.G0.06.2,data/text_data/micusp_body/ENG.G0.06.2.txt,A (Solitary) Place For Fantasy in Reality,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.06.3,data/text_data/micusp_body/ENG.G0.06.3.txt,Human-Animal Nature in H.G. Wells and Edgar Allen Poe        ,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.07.1,data/text_data/micusp_body/ENG.G0.07.1.txt,Effects of digital age on children's literature,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.09.2,data/text_data/micusp_body/ENG.G0.09.2.txt,"Historical Places, Violent Spaces: ",English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.10.1,data/text_data/micusp_body/ENG.G0.10.1.txt,Close Reading Paper: The Tempest (4.1.146-163),English,Final Year Undergraduate,ENG,G0,M,NS,,Report,
ENG.G0.11.1,data/text_data/micusp_body/ENG.G0.11.1.txt,Bloom &amp; Martha: Are You Not Happy in Your Home?,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,
ENG.G0.12.1,data/text_data/micusp_body/ENG.G0.12.1.txt,Women in Beowulf,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.13.1,data/text_data/micusp_body/ENG.G0.13.1.txt,The Love Covenant,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,
ENG.G0.13.2,data/text_data/micusp_body/ENG.G0.13.2.txt,Abraham Drafted to Team Galatians,English,Final Year Undergraduate,ENG,G0,F,NS,,Report,
ENG.G0.14.1,data/text_data/micusp_body/ENG.G0.14.1.txt,James Joyce: A Portrait of the Artist as a Young Man,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,
ENG.G0.15.1,data/text_data/micusp_body/ENG.G0.15.1.txt,Anna Karenina,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,Reference to sources
ENG.G0.16.1,data/text_data/micusp_body/ENG.G0.16.1.txt,Humans and Animals in the Book of Genesis,English,Final Year Undergraduate,ENG,G0,M,NS,,Report,"Definitions, Reference to sources"
ENG.G0.17.1,data/text_data/micusp_body/ENG.G0.17.1.txt,The Grey Zone of Shame,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,Reference to sources
ENG.G0.17.2,data/text_data/micusp_body/ENG.G0.17.2.txt,"Survival in Auschwitz: Irony, Reality, and Power",English,Final Year Undergraduate,ENG,G0,M,NS,,Report,Reference to sources
ENG.G0.18.1,data/text_data/micusp_body/ENG.G0.18.1.txt,Individuality and Isolation in Moll Flanders,English,Final Year Undergraduate,ENG,G0,F,NNS,Mandarin Chinese,Essay,Reference to sources
ENG.G0.18.2,data/text_data/micusp_body/ENG.G0.18.2.txt,Frames and Resistance in Pride and Prejudice,English,Final Year Undergraduate,ENG,G0,F,NNS,Mandarin Chinese,Essay,Reference to sources
ENG.G0.18.3,data/text_data/micusp_body/ENG.G0.18.3.txt,Satire and Morality in the Vicar of Wakefield,English,Final Year Undergraduate,ENG,G0,F,NNS,Mandarin Chinese,Essay,Reference to sources
ENG.G0.18.4,data/text_data/micusp_body/ENG.G0.18.4.txt,The Space of Dreams in The Age of Innocence,English,Final Year Undergraduate,ENG,G0,F,NNS,Mandarin Chinese,Essay,Reference to sources
ENG.G0.19.1,data/text_data/micusp_body/ENG.G0.19.1.txt,A compare and contrast paper using two texts from a Science Fiction course,English,Final Year Undergraduate,ENG,G0,F,NS,,Report,
ENG.G0.19.2,data/text_data/micusp_body/ENG.G0.19.2.txt,Paper on Invisible Man for an American Lit course,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.20.1,data/text_data/micusp_body/ENG.G0.20.1.txt,Autonomy in Robinson Crusoe,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,Reference to sources
ENG.G0.21.1,data/text_data/micusp_body/ENG.G0.21.1.txt,Elevated Language in Beowulf,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,
ENG.G0.22.1,data/text_data/micusp_body/ENG.G0.22.1.txt,Autumnal Imagery in Austen's Persuasion,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,
ENG.G0.22.2,data/text_data/micusp_body/ENG.G0.22.2.txt,Chaucer's The Franklin's Tale and Boccaccio's Il Filocolo,English,Final Year Undergraduate,ENG,G0,F,NS,,Report,Reference to sources
ENG.G0.23.1,data/text_data/micusp_body/ENG.G0.23.1.txt,Milton's Relativism ,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,
ENG.G0.24.1,data/text_data/micusp_body/ENG.G0.24.1.txt,Contradiction and Religious Critique: The Pardoner in The Canterbury Tales,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.25.1,data/text_data/micusp_body/ENG.G0.25.1.txt,Sexualized Violence and Identity in Achy Obejas' Memory Mambo,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.26.1,data/text_data/micusp_body/ENG.G0.26.1.txt,Autoethnography,English,Final Year Undergraduate,ENG,G0,F,NS,,CreativeWriting,Reference to sources
ENG.G0.26.2,data/text_data/micusp_body/ENG.G0.26.2.txt,Comparison of Hermia in A Midsummer Night's Dream and Jessica in TheMerchant of Venice,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,"Definitions, Reference to sources"
ENG.G0.27.1,data/text_data/micusp_body/ENG.G0.27.1.txt,The Representation of Jesus and Women in the Gospel of Mark,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.28.1,data/text_data/micusp_body/ENG.G0.28.1.txt,Bloom the Critic in Joyce's Ulysses,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,"Tables, graphs or figures, Reference to sources"
ENG.G0.29.1,data/text_data/micusp_body/ENG.G0.29.1.txt,Good People Breaking Rules,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,"Definitions, Reference to sources"
ENG.G0.30.1,data/text_data/micusp_body/ENG.G0.30.1.txt,SIgnificance of Menstruation in Joyce's Ulysses,English,Final Year Undergraduate,ENG,G0,F,NS,,Critique,
ENG.G0.31.1,data/text_data/micusp_body/ENG.G0.31.1.txt,"Cursed Inheritances in Go Down, Moses",English,Final Year Undergraduate,ENG,G0,F,NS,,Report,Reference to sources
ENG.G0.31.2,data/text_data/micusp_body/ENG.G0.31.2.txt,Jack Zipes and Fairy Tales,English,Final Year Undergraduate,ENG,G0,F,NS,,Report,"Definitions, Reference to sources"
ENG.G0.32.1,data/text_data/micusp_body/ENG.G0.32.1.txt,Slavery in Robinson Crusoe,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,Reference to sources
ENG.G0.33.1,data/text_data/micusp_body/ENG.G0.33.1.txt,Limited Recovery: Trauma in Obejas' Cuban America,English,Final Year Undergraduate,ENG,G0,M,NS,,Report,
ENG.G0.34.1,data/text_data/micusp_body/ENG.G0.34.1.txt,The Law of Love,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,Reference to sources
ENG.G0.34.2,data/text_data/micusp_body/ENG.G0.34.2.txt,The Words of Love Between Us: The Covenant in Hosea,English,Final Year Undergraduate,ENG,G0,M,NS,,Report,Reference to sources
ENG.G0.34.3,data/text_data/micusp_body/ENG.G0.34.3.txt,Names of God and Man,English,Final Year Undergraduate,ENG,G0,M,NS,,Report,Reference to sources
ENG.G0.35.1,data/text_data/micusp_body/ENG.G0.35.1.txt,Less is More: Courtship in Twelfth Night,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,
ENG.G0.35.2,data/text_data/micusp_body/ENG.G0.35.2.txt,Andrew Marvell's Definition of Love,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.36.1,data/text_data/micusp_body/ENG.G0.36.1.txt,Stephen's Deconstruction of Himself in Ulysses,English,Final Year Undergraduate,ENG,G0,M,NS,,Report,Reference to sources
ENG.G0.37.1,data/text_data/micusp_body/ENG.G0.37.1.txt,The Last Paper I Ever Wrote in College,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.38.1,data/text_data/micusp_body/ENG.G0.38.1.txt,Roman Polanski's Macbeth,English,Final Year Undergraduate,ENG,G0,F,NS,,ResponsePaper,
ENG.G0.38.2,data/text_data/micusp_body/ENG.G0.38.2.txt,Julie Taymor's Titus,English,Final Year Undergraduate,ENG,G0,F,NS,,ResponsePaper,
ENG.G0.38.3,data/text_data/micusp_body/ENG.G0.38.3.txt,Return to Suomi,English,Final Year Undergraduate,ENG,G0,F,NS,,CreativeWriting,
ENG.G0.39.2,data/text_data/micusp_body/ENG.G0.39.2.txt,The Image of Mary,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.40.1,data/text_data/micusp_body/ENG.G0.40.1.txt,Deep Sleep And The Inability To Exist In Works of Fantasy,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,
ENG.G0.41.1,data/text_data/micusp_body/ENG.G0.41.1.txt,Anti-Aristotelian Kane,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,Reference to sources
ENG.G0.41.2,data/text_data/micusp_body/ENG.G0.41.2.txt,"Seasons, Ages, Cycles: All As You Like It",English,Final Year Undergraduate,ENG,G0,M,NS,,Critique,Reference to sources
ENG.G0.41.3,data/text_data/micusp_body/ENG.G0.41.3.txt,Classical and Modern Representations in O'Neill,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,Reference to sources
ENG.G0.42.1,data/text_data/micusp_body/ENG.G0.42.1.txt,Perspectives on the English Revolution,English,Final Year Undergraduate,ENG,G0,F,NS,,Report,
ENG.G0.42.2,data/text_data/micusp_body/ENG.G0.42.2.txt,Sexuality in Ancient Greece,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.43.1,data/text_data/micusp_body/ENG.G0.43.1.txt,Margery Kempe's Self-Fashioning: Visioning Herself in God,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.43.2,data/text_data/micusp_body/ENG.G0.43.2.txt,Defining Wild Nature,English,Final Year Undergraduate,ENG,G0,F,NS,,Report,"Definitions, Reference to sources"
ENG.G0.44.1,data/text_data/micusp_body/ENG.G0.44.1.txt,Eve's Understanding of Natural Patriarchy in Paradise Lost,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.45.1,data/text_data/micusp_body/ENG.G0.45.1.txt,Charity in Sir Thornhill,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.46.1,data/text_data/micusp_body/ENG.G0.46.1.txt,With Magic Comes Power: Exploring Marlowe's Doctor Faustus and Shakespeare's The Tempest,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,Reference to sources
ENG.G0.47.1,data/text_data/micusp_body/ENG.G0.47.1.txt,Female Bonding in the Novel Roxana,English,Final Year Undergraduate,ENG,G0,F,NNS,Urdu,Essay,Reference to sources
ENG.G0.48.1,data/text_data/micusp_body/ENG.G0.48.1.txt,Creative Exercise in Style and Content,English,Final Year Undergraduate,ENG,G0,F,NS,,Critique,Reference to sources
ENG.G0.49.1,data/text_data/micusp_body/ENG.G0.49.1.txt,The Purgatory of the Postmodern,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.49.2,data/text_data/micusp_body/ENG.G0.49.2.txt,"The Officer, Solness, and the Dionysian Man",English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.49.3,data/text_data/micusp_body/ENG.G0.49.3.txt,"This Man Loved Earth, Not Heaven, Enough to Die",English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.50.1,data/text_data/micusp_body/ENG.G0.50.1.txt,Rosamond Vincy and the Real Sphere,English,Final Year Undergraduate,ENG,G0,F,NS,,Report,Reference to sources
ENG.G0.51.1,data/text_data/micusp_body/ENG.G0.51.1.txt,Rejecting Colonial Memory,English,Final Year Undergraduate,ENG,G0,M,NS,,Essay,Reference to sources
ENG.G0.52.1,data/text_data/micusp_body/ENG.G0.52.1.txt,Deborah and the Degradation of Israel,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,
ENG.G0.53.1,data/text_data/micusp_body/ENG.G0.53.1.txt,Carwin and the Imp of the Perverse,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.54.1,data/text_data/micusp_body/ENG.G0.54.1.txt,Analysis of T.C. Boyle's A Friend of the Earth,English,Final Year Undergraduate,ENG,G0,F,NS,,Report,
ENG.G0.55.1,data/text_data/micusp_body/ENG.G0.55.1.txt,Self Destruction in Kindred,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.55.2,data/text_data/micusp_body/ENG.G0.55.2.txt,Illustrations in Persepolis,English,Final Year Undergraduate,ENG,G0,F,NS,,Essay,Reference to sources
ENG.G0.57.1,data/text_data/micusp_body/ENG.G0.57.1.txt,"Hire Me, You Know You Want To",English,Third Year Graduate,ENG,G0,F,NNS,Chinese,CreativeWriting,
